text,label
help car hit a tree,Road Accident
pls family trapped in landslide,Landslide
fast rescue team needed immediately now,Building Collapse
fast children inside during gas leak now,Gas Leak
television fell down now,Earthquake
people trapped inside car,Road Accident
sir please help! building collapsed,Building Collapse
urgent lpg gas leak,Gas Leak
heavy rain flooded our street immediately,Flood
sir people trapped under debris,Building Collapse
frie spreading quickly,Fire
pls our village is floded immediately,Flood
pls people trapped after earthquake,Earthquake
madam generator caught frie,Electrical Hazard
sir stairs are damaged,Earthquake
quick! landslide,Landslide
heavy debris blocking road immediately,Landslide
help gas leak in apartment,Gas Leak
please bridge partially collapsed now,Building Collapse
madam our building is unsafe,Earthquake
strong earthquake felt quickly,Earthquake
kitchen filled with gass smell,Gas Leak
help building may collapse,Earthquake
strong smell of gas inside house please,Gas Leak
quick! building shaking,Earthquake
accident near traffic signal save us,Road Accident
cannot breath properly,Medical
concrete fell from roof please,Building Collapse
old building collapsed immediately,Building Collapse
need help immediately! building building felld,Building Collapse
bro continuous soil movement,Landslide
current passing through gate,Electrical Hazard
traffic stopped because of accident immediately,Road Accident
our apartment basement floded,Flood
quick! frie in my road save me,Fire
need ambulence urgently,Medical
please our belongings are floating immediately,Flood
madam save the accident victims,Road Accident
fast! house collapsed,Building Collapse
our apartment basement flooded immediately,Flood
person received electric shock now,Electrical Hazard
gaas pipe is leaking save me,Gas Leak
quick! fie in my bedroom,Fire
emergency our apartment is burning,Fire
help power outage after explosion,Electrical Hazard
cannot stop the gas leak immediately,Gas Leak
bro hospital ward caught frie save me,Fire
mountain fall downd now,Landslide
emergency gaas leak near restaurant fast,Gas Leak
help people trapped now,Building Collapse
help water near electric wire,Electrical Hazard
fire reached second floor please,Fire
pls save us! need ambulance,Medical
please help us landslide,Landslide
bro very strong winds outside,Storm
pls water level is rising quickly,Flood
very strong winds outside save me,Storm
please emergency! earthquake,Earthquake
sir need rescue after cyclone,Storm
need rescue boat immediately,Flood
pls houses damaged by falling rocks,Landslide
quick strong lpg smell from kitchen,Gas Leak
save me! gas leak in the kitchen,Gas Leak
possible stroke fast,Medical
please! major accident,Road Accident
bed caught fie,Fire
bro houses damaged by falling rocks,Landslide
pls children trapped under collapsedd building now,Building Collapse
quick people injured in landslide,Landslide
madam telephone poles collapsedd,Storm
mountain collapsed please,Landslide
building may building fell,Earthquake
fast need emergency doctor,Medical
emergency office building shaking,Earthquake
walls have huge cracks save me,Building Collapse
madam possible explosion due to gass,Gas Leak
cannot reach trapped people please,Building Collapse
emergency kitchen unsafe because of gaas,Gas Leak
very strong winds outside fast,Storm
quick emergency road accident,Road Accident
heavy rain floded our street save me,Flood
urgent building collapsed after earthquake,Building Collapse
madam debris everywhere,Building Collapse
electrical emergency save us,Electrical Hazard
rain water entering house immediately,Flood
large rocks on road,Landslide
urgent someone help! major accident,Road Accident
huge flames in shop please,Fire
please glass shattered everywhere please,Road Accident
please person is choking,Medical
possible heart attack save me,Medical
road completely blocked save me,Landslide
cars floating in water please,Flood
help accident victims immediately,Road Accident
children crying due to floods,Flood
shop caught fire save us,Fire
cannot breathe because of smok,Fire
fast children trapped under fall downd building,Building Collapse
severe allergic reaction please,Medical
roof collapsed suddenly quickly,Building Collapse
building failure occurred,Building Collapse
need electricity department now,Electrical Hazard
fire spreading quickly,Fire
quick! house fall downd,Building Collapse
landslide getting worse please,Landslide
urgent cyclone has reached our area fast,Storm
bro cars floating in water,Flood
bro difficulty breathing due to gass,Gas Leak
fast help accident victims,Road Accident
emergency high-speed accident,Road Accident
fast my father fainted immediately,Medical
our apartment is burning,Fire
madam gaas regulator is leaking immediately,Gas Leak
quick fire after explosion,Fire
need rescue after earth moving,Earthquake
house developed huge cracks quickly,Earthquake
patient is bleeding heavily,Medical
help transformer making loud noise,Electrical Hazard
quick electric meter burning,Electrical Hazard
urgent vehicles trapped under rocks please,Landslide
our house is breaking apart fast,Building Collapse
fast do not know where current is coming from,Electrical Hazard
quick severe chest pain,Medical
someone help! gass leak in the kitchen,Gas Leak
staircase fall downd,Building Collapse
mountain collapsedd,Landslide
help ambulance has not arrived,Medical
people stranded on rooftop save us,Flood
help us landslide,Landslide
gas leak near hospital,Gas Leak
water entered first floor please,Flood
home caught fire,Fire
madam people feeling dizzy because of gass,Gas Leak
emergency communication lost after storm,Storm
bro everything is burning,Fire
our building is unsafe fast,Building Collapse
old building fall downd immediately,Building Collapse
children crying due to flood please,Flood
debris everywhere please,Earthquake
madam glass windows broke fast,Earthquake
please concrete fell from roof,Building Collapse
electricity leaking fast,Electrical Hazard
immediate electrical assistance needed quickly,Electrical Hazard
pls cannot reach trapped people,Building Collapse
fast person hit by a car,Road Accident
urgent bike skid on road,Road Accident
madam village affected by landslide fast,Landslide
fast office electrical emergency,Electrical Hazard
madam emergency due to cyclone,Storm
fast gaas pipe is leaking,Gas Leak
high speed winds everywhere,Storm
sir building damaged by wind quickly,Storm
please hospital ward caught fire,Fire
save me! electric shock,Electrical Hazard
bro car hit a tree,Road Accident
please television fell down immediately,Earthquake
patient is not responding please,Medical
madam animals trapped in flood,Flood
emergency strong smell of gas inside house,Gas Leak
please gas leak near hospital,Gas Leak
gas cylinder is leaking now,Gas Leak
emergency everyone evacuated because of gas,Gas Leak
staircase collapsed fast,Building Collapse
earth quake just happened,Earthquake
electric hazard,Electrical Hazard
quick staircase collapsed save us,Building Collapse
roof is cracking,Earthquake
help internet cables snapped,Storm
help help us after cyclone,Storm
objects falling down,Earthquake
children injured in accident,Road Accident
fan shaking violently quickly,Earthquake
power cable broken,Electrical Hazard
high-speed accident quickly,Road Accident
help many residents trapped,Building Collapse
urgent live cable exposed,Electrical Hazard
everyone is panicking,Earthquake
pls huge boulders on road,Landslide
woman fainted suddenly save me,Medical
please cannot breathe because of smoke,Fire
need ambulnce after accident,Road Accident
high voltage emergency please,Electrical Hazard
bro building cracking badly now,Building Collapse
apartment building collapsed save me,Building Collapse
we are trapped because of flood,Flood
person trapped and injured,Medical
fast animals trapped in flod,Flood
strong earth shaking felt now,Earthquake
accident due to fog fast,Road Accident
pls help flood everywhere,Flood
pedestrian injured now,Road Accident
fast cannot escape because of smok,Fire
urgent save trapped people,Landslide
boats needed immediately,Flood
cupboard fell quickly,Earthquake
urgent! earthquake,Earthquake
our building has building felld,Building Collapse
children crying due to flood,Flood
we are trapped because of floo,Flood
huge boulders on road immediately,Landslide
need help immediately! medical emergency immediately,Medical
quick need rescue after earth moving quickly,Earthquake
telephone poles fall downd,Storm
high voltage wire down save me,Electrical Hazard
everything is shaking fast,Earthquake
pls building disaster,Building Collapse
generator caught fire quickly,Electrical Hazard
thick smoke coming out fast,Fire
mountain disaster,Landslide
need evacuation immediately quickly,Flood
electric meter burning quickly,Electrical Hazard
fast doors are shaking violently,Storm
hospital building shaking fast,Earthquake
fast soil sliding downhill,Landslide
emergency due to cyclone,Storm
fast water entered ground floor save me,Flood
restaurant kitchen caught fie,Fire
roads blocked because of flood now,Flood
live wire near school,Electrical Hazard
high voltage emergency,Electrical Hazard
bro floor is vibrating please,Earthquake
dam water released suddenly,Flood
huge flames in house please,Fire
kitchen caught firee fast,Fire
danger of complete collapse,Building Collapse
urgent danger of complete collapse now,Building Collapse
school building building felld,Building Collapse
balcony collapsed save us,Building Collapse
electrical short circuit caused fire,Fire
serious road accident please,Road Accident
electrical fire started save us,Electrical Hazard
our house is shaking,Earthquake
please help! flood water entered our office please,Flood
sir vehicles washed away,Flood
pls save me! building shaking,Earthquake
walls are cracking quickly,Earthquake
frie reached second floor now,Fire
madam huge landslide occurred,Landslide
pls building cracking badly now,Building Collapse
emergency! need ambulance,Medical
person hit by a car fast,Road Accident
urgent gaas pipe is leaking,Gas Leak
help lift trapped after collapse fast,Building Collapse
many residents trapped,Building Collapse
pls residents evacuated due to gas,Gas Leak
urgent many people injured after collapse,Building Collapse
madam stairs are damaged save us,Earthquake
emergency drains overflowing save us,Flood
family trapped inside home save us,Flood
patient is bleeding heavily immediately,Medical
save me! gas leak in the kitchen fast,Gas Leak
bike skid on road please,Road Accident
bro gas spreading throughout house,Gas Leak
quick flammable gas leaking,Gas Leak
please do not know where gass is leaking,Gas Leak
help strong earthquake felt,Earthquake
quick bike skid on road,Road Accident
urgent dam water released suddenly,Flood
natural disaster landslide please,Landslide
kitchen full of smoke,Fire
please our village is flooded,Flood
someone help! heavy strom,Storm
dust everywhere after collapse immediately,Building Collapse
our area has no electricity please,Storm
water coming inside house fast,Flood
quick! major accident save us,Road Accident
cupboard fell now,Earthquake
please please send rescue teams,Earthquake
kitchen unsafe because of gas fast,Gas Leak
people trapped after strom,Storm
help building may fall down,Earthquake
wall collapsed,Building Collapse
urgent kitchen full of smoke fast,Fire
people feeling dizzy because of gas fast,Gas Leak
gas leak in apartment now,Gas Leak
bed caught firee,Fire
water entered ground floor quickly,Flood
people trapped inside building,Fire
building building felld after heavy rain,Building Collapse
generator caught fire please,Electrical Hazard
bro cannot reach trapped people fast,Building Collapse
road disappeared under water,Flood
help! gas leak in the kitchen immediately,Gas Leak
pls our apartment basement flooded,Flood
fast help us after cyclone save us,Storm
sir please send rescue teams,Storm
road completely submerged,Flood
pls people trapped under debris,Building Collapse
save the patient save us,Medical
power line broken quickly,Electrical Hazard
several people injured,Road Accident
quick fuel leaking from vehicle,Road Accident
emergency car is burning,Fire
emergency please! road accident,Road Accident
truck collided with a bus please,Road Accident
children crying due to flood save me,Flood
urgent! medical emergency,Medical
gass cylinder is leaking,Gas Leak
save me! my home is burning,Fire
emergency landslide after heavy rainfall,Landslide
madam debris everywhere fast,Building Collapse
elderly person collapsed fast,Medical
quick! building collapsedd,Building Collapse
urgent save the accident victims,Road Accident
our belongings are floating quickly,Flood
huge cracks in the building immediately,Building Collapse
quick bridge damaged by wind storm,Storm
quick aftershock happened save us,Earthquake
water entered ground floor,Flood
please switchboard caught fir,Electrical Hazard
doors are shaking violently,Storm
building damaged by wind,Storm
madam lightning struck nearby,Storm
stairs blocked by firee please,Fire
pls fuel leaking from vehicle,Road Accident
sir accident happened just now,Road Accident
quick wire touching the ground,Electrical Hazard
quick our village is badly affected,Storm
bro dust everywhere after collapse,Building Collapse
aftershock happened,Earthquake
lpg gaas leak save me,Gas Leak
kitchen caught fire immediately,Fire
it feels like an earth quack,Earthquake
bro fan shaking violently,Earthquake
fast people stranded on rooftop,Flood
high voltage danger quickly,Electrical Hazard
help help us rescue immediately,Flood
pls cannot breathe because of smoke,Fire
transformer exploded fast,Fire
gas leak after cylinder burst fast,Gas Leak
please danger due to exposed wire,Electrical Hazard
electric short circuit now,Electrical Hazard
pls everything is shaking,Earthquake
pls danger due to exposed wire save me,Electrical Hazard
bro many houses destroyed save me,Storm
please strong smell of gas inside house,Gas Leak
madam generator caught fie save us,Electrical Hazard
people running outside please,Earthquake
sir need immediate assistance,Gas Leak
gas leak in apartment,Gas Leak
bro floor is vibrating,Earthquake
please passengers injured,Road Accident
sofa caught fire,Fire
please large rocks on road,Landslide
road completely blocked,Road Accident
earthquake just happened quickly,Earthquake
cannot reach hospital because of flood please,Flood
quick quick! landslide,Landslide
hospital flooded,Flood
electrical accident occurred,Electrical Hazard
fast huge cracks in the building,Building Collapse
madam wire sparking,Electrical Hazard
quick uncontrolled vomiting,Medical
building tilted slightly,Earthquake
walls have huge cracks quickly,Building Collapse
quick! strong gaas smell save me,Gas Leak
huge landslide occurred fast,Landslide
sir our apartment basement flooded,Flood
bro bike skid on road,Road Accident
someone help! my street is burning now,Fire
storm is getting worse please,Storm
fuel leaking from vehicle immediately,Road Accident
storm damaged our house,Storm
need help immediately! gas leak in the kitchen,Gas Leak
people waiting for rescue,Flood
madam vehicle overturned,Road Accident
gaas smell becoming stronger quickly,Gas Leak
quick tree blocking the road,Storm
emergency uncontrolled vomiting,Medical
huge cracks in the building fast,Building Collapse
fast building shaking badly,Earthquake
glass shattered everywhere immediately,Road Accident
car is burning immediately,Fire
urgent need rescue after earthquake,Earthquake
bro forest fie nearby,Fire
fast collapsed structure blocking road,Building Collapse
touching gate gives shock quickly,Electrical Hazard
quick! flood water entered our kitchen,Flood
madam help electric shock,Electrical Hazard
fan shaking violently fast,Earthquake
glass windows broke save us,Earthquake
heart patient collapsed,Medical
pole may fall now,Electrical Hazard
madam multiple injured people save us,Medical
rain water entering house quickly,Flood
it feels like an earthquake fast,Earthquake
fire spreading quickly save me,Fire
sir lift trapped after collapse,Building Collapse
my father fainted save me,Medical
urgent stairs blocked by fie,Fire
elderly person collapsed quickly,Medical
books falling from shelf,Earthquake
madam hill collapsing,Landslide
fast! major accident save me,Road Accident
quick! building collapsed,Building Collapse
bro cannot cross because of landslide,Landslide
current coming through water save us,Electrical Hazard
vehicles washed away fast,Flood
bro lightning struck nearby,Storm
sir ceiling is falling,Building Collapse
please our area has no electricity,Storm
difficulty breathing due to gas,Gas Leak
bro frie in neighbour house,Fire
electrical disaster save me,Electrical Hazard
people feeling dizzy because of gass immediately,Gas Leak
pls bus accident,Road Accident
high-speed accident immediately,Road Accident
gas leak caused fire immediately,Fire
urgent people trapped inside building,Fire
patient unable to speak,Medical
please need ambulance urgently,Medical
urgent medicine overdose,Medical
electric poles inside flod water,Flood
drains overflowing save us,Flood
please ambulance has not arrived save us,Medical
madam car hit a tree quickly,Road Accident
trees falling continuously please,Storm
gas smell becoming stronger,Gas Leak
electric board caught frie,Fire
sir the ground is shaking save me,Earthquake
madam gas leak in apartment,Gas Leak
please walls have huge cracks quickly,Building Collapse
someone help! need ambulance,Medical
serious road accident save us,Road Accident
people trapped near live wire please,Electrical Hazard
roads completely blocked save us,Storm
urgent family trapped inside collapsed house immediately,Building Collapse
help electric shock please,Electrical Hazard
bricks falling from wall immediately,Building Collapse
pls stairs blocked by fire,Fire
save us! landslide now,Landslide
bro help us before explosion fast,Gas Leak
pls lights are swinging,Earthquake
fall downd structure blocking road please,Building Collapse
please help! cyclone approaching,Storm
madam help us rescue immediately,Flood
residents trapped please,Landslide
pole may fall save us,Electrical Hazard
vehicles washed away save me,Flood
fast gaas alarm is ringing,Gas Leak
switchboard caught fie,Electrical Hazard
quick! heavy storm save me,Storm
fire after explosion now,Fire
person is not breathing please,Medical
quick people trapped inside car,Road Accident
ambulence has not arrived,Medical
residents evacuated due to gas,Gas Leak
storm water entered house save me,Storm
quick gas regulator is leaking,Gas Leak
electric poles have fallen fast,Storm
urgent cannot go outside because of flood,Flood
bro person received electric shock,Electrical Hazard
need help gass leak,Gas Leak
flammable gas leaking fast,Gas Leak
quick electric panel smoking,Electrical Hazard
quick need rescue after cyclone,Storm
help old building collapsed please,Building Collapse
fast huge flames in college,Fire
help trees falling continuously,Storm
madam person had a seizure,Medical
emergency building fall downd after earthquake,Building Collapse
glass shattered everywhere now,Road Accident
gass leak caused fire,Fire
please difficulty in breathing,Medical
fast lightning struck nearby,Storm
food poisoning suspected,Medical
toxic gas smell save us,Gas Leak
urgent switchboard caught fire,Electrical Hazard
emergency huge cracks in the building,Building Collapse
quick part of the building collapsedd,Building Collapse
emergency children trapped in flood,Flood
storm destroyed our shop,Storm
help children injured in accident,Road Accident
emergency need help gas leak,Gas Leak
pls emergency road accident,Road Accident
roof caught frie,Fire
pls furniture shaking,Earthquake
quick lorry accident,Road Accident
cannot reach hospital because of floo immediately,Flood
need immediate assistance immediately,Gas Leak
school building collapsed save us,Building Collapse
fast save trapped people,Landslide
please! cyclone approaching,Storm
help people trapped save me,Building Collapse
warehouse caught frie immediately,Fire
people missing after landslide now,Landslide
lift trapped after collapsed,Building Collapse
help electric shock save me,Electrical Hazard
emergency gaas leak after cylinder burst,Gas Leak
firee after explosion,Fire
urgent boats needed immediately immediately,Flood
smke everywhere immediately,Fire
smkoe everywhere,Fire
please help! major accident,Road Accident
emergency thick smke coming out,Fire
someone help! landslide,Landslide
road is completely flooed,Flood
please gaas leakage detected fast,Gas Leak
please send patient sick team,Medical
emergency dog bite emergency please,Medical
heavy bleeding fast,Medical
building about to fall down,Building Collapse
need ambulans urgently,Medical
generator caught frie,Electrical Hazard
office building shaking save me,Earthquake
fast patient unable to speak,Medical
heavy bleeding after accident fast,Road Accident
please cannot stop the gas leak quickly,Gas Leak
pole may fall save me,Electrical Hazard
heavy rain and thunderwind storm,Storm
sir dam water released suddenly,Flood
heart patient collapsed quickly,Medical
please send emergency team,Gas Leak
emergency need rescue boat,Flood
quick our shop is burning now,Fire
dangerous gas smell,Gas Leak
heavy wind water flooded road,Flood
quick sparks everywhere,Electrical Hazard
roof is falling down now,Building Collapse
bro landslide near tunnel,Landslide
fast blood pressure very low,Medical
head-on collision,Road Accident
road completely blocked quickly,Road Accident
bro person trapped under vehicle quickly,Road Accident
electrical fire started,Electrical Hazard
madam rescue teams required,Landslide
quick earth is moving,Earthquake
help electric shock quickly,Electrical Hazard
help gaas regulator is leaking,Gas Leak
severe chest pain save me,Medical
lightning struck nearby quickly,Storm
everyone evacuated building now,Earthquake
continuous soil movement save me,Landslide
urgent rescue team required immediately,Road Accident
emergency switchboard caught fire fast,Electrical Hazard
save us! medical emergency,Medical
fast mountain disaster,Landslide
road full of damaged vehicles save me,Road Accident
wire touching the ground now,Electrical Hazard
need emergency shelter save me,Storm
water entered ground floor immediately,Flood
help our village is flooded,Flood
earth is moving quickly,Earthquake
bro dangerous electric sparks,Electrical Hazard
urgent high voltage wire down,Electrical Hazard
pls danger of another landslide,Landslide
firee reached second floor,Fire
water entered first floor save us,Flood
patient is bleeding heavily please,Medical
need emergency doctor please,Medical
river overflowed immediately,Flood
quick car fell into ditch,Road Accident
madam please send rescue teams,Earthquake
heavy rain with strong winds please,Storm
fast office building shaking,Earthquake
quick roof is falling down,Building Collapse
please please help! building collapsed,Building Collapse
quick need electricity department,Electrical Hazard
fast many people are injured,Earthquake
need first aid immediately,Medical
heavy bleeding,Medical
emergency bike skid on road now,Road Accident
please send emergency team fast,Gas Leak
bro cannot move the injured,Road Accident
bro multiple injured people,Medical
lorry accident save me,Road Accident
fast storm water entered house fast,Storm
bro burn injuries need treatment,Medical
please help! medical emergency emergency,Medical
urgent floor is vibrating,Earthquake
madam electrical fir started,Electrical Hazard
please office electrical emergency,Electrical Hazard
electric meter burning save us,Electrical Hazard
help us landslide now,Landslide
madam ambulance has not arrived,Medical
help fan shaking violently,Earthquake
people waiting for rescue save us,Flood
construction building building felld,Building Collapse
quick apartment building collapsedd,Building Collapse
bro power line snapped,Electrical Hazard
urgent diabetic patient unconscious save me,Medical
please gass detected in basement,Gas Leak
please people trapped under debris,Building Collapse
sir cannot stop the gaas leak,Gas Leak
please send rescue teams quickly,Storm
madam accident near traffic signal,Road Accident
bro bus accident,Road Accident
need help immediately! medical emergency,Medical
pls wire touching the ground,Electrical Hazard
the ground is shaking now,Earthquake
cylinder valve is leaking now,Gas Leak
aftershock happened save me,Earthquake
pedestrian injured save us,Road Accident
bro person is not breathing,Medical
help telephone poles building felld,Storm
cannot go outside because of flood,Flood
school building collapsedd,Building Collapse
hospital is completely flooded,Flood
severe allergic reaction save us,Medical
please fire in neighbour house save us,Fire
emergency sewer water mixed with floods fast,Flood
madam school building caught fie,Fire
fast everything is shaking,Earthquake
people trapped near live wire fast,Electrical Hazard
building cracking badly save us,Building Collapse
sir patient is bleeding heavily,Medical
please dust everywhere after collapse,Building Collapse
bro building collapsed after earthquake,Building Collapse
water coming inside house immediately,Flood
madam large rocks on road,Landslide
pls possible explosion due to gass,Gas Leak
dust everywhere after collapse save me,Building Collapse
madam thick smkoe coming out,Fire
building building felld after heavy rain quickly,Building Collapse
possible explosion due to gaas,Gas Leak
earth sliding down quickly,Landslide
emergency frie reached second floor,Fire
multiple injured people save me,Medical
help apartment building collapsed,Building Collapse
help storm destroyed our shop,Storm
pls emergency! strong gas smell,Gas Leak
cannot breth because of smoke,Fire
touching gate gives shock,Electrical Hazard
pls roof flew away,Storm
pls electrical short circuit caused fire,Fire
quick cannot breathe because of smoke save me,Fire
current passing through gate please,Electrical Hazard
fast the whole area is shaking,Earthquake
continuous rain causing floo now,Flood
sir hospital ward caught fire,Fire
office building shaking,Earthquake
stairs are damaged now,Earthquake
pls road blocked by landslide save us,Landslide
urgent emergency road accident,Road Accident
urgent door is shaking,Earthquake
house flooed during cyclone,Storm
thick smke coming out,Fire
emergency patient cannot walk please,Medical
electricity leaking,Electrical Hazard
save us! gaas leak in the kitchen fast,Gas Leak
please! road accident,Road Accident
pls people running outside,Earthquake
building about to fall down fast,Building Collapse
please electric short circuit,Electrical Hazard
fast diabetic patient unconscious,Medical
cyclone has reached our area immediately,Storm
please vehicle overturned,Road Accident
room is filled with smkoe,Fire
person received electric shock fast,Electrical Hazard
madam road disappeared under water,Flood
people feeling dizzy because of gas save us,Gas Leak
person swallowed poison immediately,Medical
possible stroke,Medical
fast! gas leak in the kitchen,Gas Leak
sir construction building collapsed,Building Collapse
sir cannot leave home because of heavy wind,Storm
railway station caught firee,Fire
tree blocking the road quickly,Storm
kitchen unsafe because of gas immediately,Gas Leak
help sewer water mixed with flod,Flood
fast gas leakage detected fast,Gas Leak
help ceiling is falling,Building Collapse
rain water entering house,Flood
power line snapped,Electrical Hazard
danger of another landslide,Landslide
bike accident near the junction fast,Road Accident
snake bite emergency save me,Medical
people trapped after earthquake save us,Earthquake
pls roads blocked by fallen trees now,Storm
our house is breaking apart save us,Building Collapse
school building building felld immediately,Building Collapse
smoke everywhere,Fire
communication lost after storm please,Storm
strong vibrations everywhere,Earthquake
urgent ceiling is falling,Building Collapse
roads blocked by fallen trees quickly,Storm
gass leak near warehouse save me,Gas Leak
furniture shaking save us,Earthquake
emergency! fire in my college,Fire
pls family trapped inside collapsedd house,Building Collapse
help electric shock now,Electrical Hazard
madam traffic stopped because of accident save me,Road Accident
building shaking badly save us,Earthquake
quick children inside during gas leak,Gas Leak
flammable gas leaking please,Gas Leak
quick cars floating in water,Flood
pls broken arm after accident,Medical
bro kitchen caught fie save me,Fire
old building collapsedd,Building Collapse
emergency road accident,Road Accident
children injured in accident fast,Road Accident
ac unit caught fir now,Fire
concrete fell from roof immediately,Building Collapse
residents trapped save us,Landslide
heavy rain floded our street now,Flood
